,id,titolo,modello,desc,link,anno,chilometri,cambio,price
183,185,Ferrari f512 tr,Testarossa/512 TR,"Chilometraggio: 39611  
  Condizioni: usato  
  Immatricolazione: 12/1994  
  Tipologia: Coupè  
  Carburante: Benzina  
  Tipo di cambio: Manuale  
    
  Volante in pelle, Immobilizzatore elettronico, Cronologia tagliandi, Cerchi in lega, Autoradio, Interni in pelle, Climatizzatore, Chiusura centralizzata, Alzacristalli elettrici, Fendinebbia, Airbag, ABS  
    
  FERRARI F512 TR  
    
  Autovettura Nazionale Ufficiale Ferrari, immatricolata il 29.12.1994, con soli 39.611 km, mai utilizzata in pista, uso prettamente urbano e in condizioni pari al nuovo da vetrina,  
  Veicolo fatturabile, tagliandi service eseguiti regolarmente sempre presso Concessionario ufficiale Ferrari, pronta consegna visibile in sede  
    
  Contatti: 3277925454 , 042473593  
  Rivenditore AUTOSALONE CUMAN SRL",https://www.subito.it/auto/ferrari-f512-tr-vicenza-322783106.htm,12/1994,39611,Manuale,160000
184,186,Ferrari F430 F1,F430,"
    
  AUTO ITALIANA, IN PERFETTE CONDIZIONI ESTETICHE E MECCANICHE, 2 PRECEDENTI PROPRIETARI, SEMPRE TAGLIANDATA UFFICIALE E CON CADENZA REGOLARE. COMPLETA DI TROUSSE, SERVICE BOOK, BORSE ATTREZZI, TELO AUTO, CHIAVI DOPPIE, PIN CODE. APPENA TAGLIANDATA.  
    
  PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO   
  sito  
    
    
  ",https://www.subito.it/auto/ferrari-f430-f1-cremona-322863345.htm,03/2005,22000,Sequenziale,95000
185,187,Ferrari 488 GTB 488 Pista,Altro modello,"AUTO UFFICIALE ITALIANA, PARI AL NUOVO, COMPLETA DI TUTTO IL CORREDO D'ORIGINE (TROUSSE, SERVICE BOOK, CHIAVI DOPPIE, BORSE ATTREZZI, TELO AUTO).   
  7 ANNI DI MANUTENZIONE PROGRAMMATA E 36 MESI DI GARANZIA CASA MADRE. UNICOPROPRIETARIO.   
  BOLLO E SUPERBOLLO PAGATO FINO A GENNAIO 2021  
    
    
  OPTIONAL:  
    
    
  COLORE ROSSO SCUDERIA 323  
  SOLLEVATORE DI DISIMPEGNO  
    
  INTERNI ALCANTARA COLORE NERO  
  ALLESTIMENTO CINTURE 4 PUNTI  
  PROIETTORI ANTERIORI ADATTIVI  
  CALIPER FRENO COLORE NERO  
  PORTELLE ANTERIORI IN CARBONIO  
  SPLITTER ARIA LATERALI IN CARBONIO  
  ALLESTIMENTO VANO MOTORE IN CARBONIO  
  ESTRATTORE POSTERIORE IN CARBONIO  
  PRESE ARIA ANTERIORI IN CARBONIO  
  RIVESTIMENTO SOTTOPORTA IN CARBONIO  
  BRANCARDI IN CARBONIO  
  TUNNEL SUPERIORE IN CARBONIO  
  DETTAGLI ABITACOLO COLORATI - ROSSO FERRARI  
  CODINI DI SCARICO NERI  
  ESTINTORE BRANDEGGIABILE  
  COLLEGATORE POSTERIORE IN CARBONIO  
  HELE - HIGH EMOTION LOW EMISSION  
  SCUDETTI SCUDERIA FERRARI  
  SISTEMA RADIONAVI + BLUETOOTH  
  CERCHI 20' FORGIATI VERNICIATI SCURI  
  FONDO CONTAGIRI GIALLO  
  SEDILI RACING IN CARBONIO - TAGLIA L  
  SISTEMA AUDIO INTEGRATO  
    
    
  PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO  
  sito",https://www.subito.it/auto/ferrari-488-gtb-488-pista-cremona-322863340.htm,03/2019,7000,Sequenziale,355000
186,188,Ferrari F12 F12berlinetta DCT,F12,"AUTO IN OTTIME CONDIZIONI ESTETICHE E MECCANICHE, 2 PRECEDENTI PROPRIETARI, COMPLETA DI TROUSSE, SERVICE BOOK, BORSE ATTREZZI. 7 ANNI DI MANUTENZIONE PROGRAMMATA.  
  
 OPTIONAL: 
 AFS1 SISTEMA AFS 
 CALR CALIPER FRENI COLORE ROSSO 
 CIDL ZONA GUIDA IN CARBONIO + LEDS 
 CIPZ PANNELLI PORTA IN CARBONIO 
 CRS1 CRUISE CONTROL 
 DATR INSERTI PLANCIA IN CARBONIO 
 ELEV SOLLEVATORE DI DISIMPEGNO 
 EMR1 SPECCHI EST.CON INSERTI NERI 
 INST PANNELLO STRUMENTI 094077934 STRUMENTAZIONE COLORE ROSSO 
 LOGO SCUDETTI 'SCUDERIA FERRARI' 
 MIR2 SPECCHI ELETTROCROMICI INT/EST 
 NDSP NOTA SULLA DISPOSIZIONE 
 PDIS DISPLAY PASSEGGERO 
 PEXS COPRIBRANCARDO EST.SPORTIVO 
 PNTE COLORI VERNICE SPECIALI  
 PRG1 CRISTALLI POSTERIORI PRIVACY 
 SPEC ALLESTIMENTI SPECIALI 
 SRSC SEDILE RACING STILE CARBONIO  
 STC2 COLORE CUCITURE SPEC SU RICH. 364304000 FILO SPECIALE NERO 4000 
 TPM0 KIT CONTROLLO PRESS PNEU 
  
 PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO 
 sito",https://www.subito.it/auto/ferrari-f12-f12berlinetta-dct-cremona-322863322.htm,04/2013,52500,Sequenziale,199000
187,189,Ferrari Mondial 3.4 t cat cabriolet,Mondial,"
  
 AUTO IN OTTIME CONDIZIONI ESTETICHE E MECCANICHE, APPENA TAGLIANDATA CON SOSTITUZIONE CINGHIE DISTRIBUZIONE. COMPLETA DI TUTTO IL CORREDO D'ORIGINE, ISCRITTA ASI.  
  
 PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO  
 sito 
  
  
 ",https://www.subito.it/auto/ferrari-mondial-3-4-t-cat-cabriolet-cremona-322863309.htm,06/1991,46000,Manuale,59000
188,190,Ferrari GTC4 Lusso GTC4Lusso,Altro modello,"AUTO PARI AL NUOVO, UNICOPROPRIETARIO, COMPLETA DI TUTTO IL CORREDO D'ORIGINE (TROUYSSE, TESSERE DI GARANZIA, BORSE ATTREZZI, CHIAVI DOPPIE, TELO AUTO). 7 ANNI DI MANUTENZIONE PROGRAMMATA INCLUSI. FULL OPTIONAL, IVA ESPOSTA.  
    
    
    
  PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO  
  sito  
  ",https://www.subito.it/auto/ferrari-gtc4-lusso-gtc4lusso-cremona-322863295.htm,11/2017,6500,Sequenziale,250000
189,191,Ferrari F430 F1,F430,"AUTO ITALIANA, IN PERFETTE CONDIZIONI ESTETICHE E MECCANICHE. SEMPRE TAGLIANDATA CON CADENZA REGOLARE, COMPLETA DI TUTTO IL CORREDO D'ORIGINE (TROUSSE, BORSE ATTREZZI, CHIAVI DOPPIE, TELO AUTO), 3 PRECEDENTI PROPRIETARI.   
    
    
  PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO  
  sito  
    
  ",https://www.subito.it/auto/ferrari-f430-f1-cremona-322863294.htm,03/2005,60000,Sequenziale,87000
190,192,Ferrari F12 F12berlinetta DCT,F12,"AUTO ITALIANA, UNICOPROPRIETARIO, IN CONDIZIONI PARI AL NUOVO. SEMPRE TAGLIANDATA DA SERVICE UFFICIALE, 7 ANNI DI MANUTENZIONE PROGRAMMATA. COMPLETA DI TUTTO IL CORREDO D'ORIGINE (TROUSSE, SERVICE BOOK, CHIAVI DOPPIE, TELO AUTO).   
    
    
  OPTIONAL:  
  COLORE ESTERNO BIANCO AVUS  
  SENSORI DI PARCHEGGIO ANTERIORI E POSTERIORI + TELECAMERA  
  SCUDETTI IN CERAMICA  
  SPECCHIETTI RETROVISORI ELETTROCROMICI  
  CERCHI VERNICIATI FORGIATI SILVER  
  PINZE FRENO COLORE ARGENTO  
  SEDILI STILE DAYTONA FULL ELECTRIC  
  CUCITURE IN CONTRASTO COLORE BIANCO   
  ZONA VOLANTE IN CARBONIO + LEDS  
    
    
  PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO  
  sito  
    
    
    
    
  ",https://www.subito.it/auto/ferrari-f12-f12berlinetta-dct-cremona-322863313.htm,04/2013,57000,Sequenziale,170000
191,193,Ferrari Testarossa cat,Altro modello,"AUTO IN PERFETTE CONDIZIONI ESTETICHE E MECCANICHE, 2 PRECEDENTI PROPRIEATRI, SEMPRE TAGLIANDATA UFFICIALE E CON CADENZA REGOLARE. COMPLETA DI TROUSSE, SERVICE BOOK, CHIAVI DOPPIE E BORSE ATTREZZI. ULTIMO CAMBIO CINGHIE DISTRIBUZIONE EFFETTUATO NEL 2016.   
  CERTIFICABILE FERRARI CLASSICHE.  
    
   PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO  
   sito  
  ",https://www.subito.it/auto/ferrari-testarossa-cat-cremona-322863300.htm,03/1991,15500,Manuale,119000
192,194,Ferrari Testarossa cat,Altro modello,"AUTO ITALIANA, IN OTTIME CONDIZIONI ESTETICHE E MECCANICHE, COMPLETA DI TUTTO IL CORREDO D'ORIGINE (N. 2 BORSE ATTREZZI, TROUSSE, SERVICE BOOK, CHIAVI DOPPIE). SEMPRE TAGLIANDATA DA OFFICINA AUTORIZZATA, ULTIMO TAGLIANDO ESEGUITO A NOVEMBRE 2018 CON SOSTITUZIONE CINGHIE DISTRIBUZIONE, FRIZIONE ED ESECUZIONE SERVICE ANNUALE.  
  
  
 PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO 
 sito  
  
 ",https://www.subito.it/auto/ferrari-testarossa-cat-cremona-322863290.htm,05/1991,55000,Manuale,118000
193,195,Ferrari 458 SPIDER,458,"AUTO IN PERFETTE CONDIZIONI ESTETICHE MECCANICHE, UN PRECEDENTE PROPRIETARIO. SEMPRE TAGLIABDATA CON CADENZA REGOLARE, ULTIMO TAGLIANDO ESEGUITO AD AGOSTO 2019.   
    
    
    
  OPTIONAL:  
    
  COLORE ESTERNO NERO DAYTONA  
  COLORE INTERNO MAGNOLIA  
  CERCHI FORGIATI   
  CALIPER FRENO ARGENTO  
  SENSORI DI PARCHEGGIO ANTERIORE E POSTERIORI + TELECAMERE  
  SEDILI IN STILE DAYTONA FULL ELECTRIC  
  SCUDETTI LATERALI IN CERAMICA  
  ZONA VOLANTE IN CARBONIO + LEDS  
  IMPIANTO HI-FI JBL  
    
    
  PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO  
  sito  
    
    
    
    
  ",https://www.subito.it/auto/ferrari-458-spider-cremona-322863285.htm,01/2012,28800,Sequenziale,172500
194,196,Ferrari 328 GTS,Altro modello,"AUTO IN OTTIMO STATO CONSERVATIVO; COMPLETA DI TROUSSE E BORSA ATTREZZI. 
  
  
  PER QUALSIASI INFORMAZIONE VISITATE IL NOSTRO SITO INTERNET sito 
  
  THIS CAR IS IN VERY GOOD ORIGINAL CONDITION WITH THE ORIGINAL DELIVERY DOCUMENTS AND TOOLBAG. 
  FOR FURTHER INFORMATION CONTACT +39 0375 97662 
  
  Dieser Ferrari 328 GTS präsentiert sich optisch sowie technisch in sehr guten Zustand, mit gepflegtem Scheckheft und originaler Werkzeugtasche. Für weitere Informationen bitte  
  +39 0375 97662 oder 
  +49 15165196443 (Deutsch) wählen",https://www.subito.it/auto/ferrari-328-gts-cremona-322863284.htm,06/1988,40000,Manuale,85000
195,197,Ferrari Testarossa cat,Altro modello,"AUTOVETTURA ITALIANA, IN PERFETTE CONDIZIONI ESTETICHE E MECCANICHE, UNICOPROPRIETARIO. COMPLETA DI TUTTO IL CORREDO D'ORIGINE (TROUSSE, BORSE ATTREZZI, CHIAVI DOPPIE), TAGLIANDATA A GENNAIO 2020 CON SOSTITUZIONE CINGHIE DISTRIBUZIONE E REVISIONE COMPLETA DELLA MECCANICA. 
  
  
 PER ULTERIORI INFORMAZIONI VISITATE IL NOSTRO SITO 
 sito",https://www.subito.it/auto/ferrari-testarossa-cat-cremona-329152559.htm,01/1991,15900,Manuale,119000
196,198,Ferrari California T Unicoproprietario ,California,"
 Immatricolazione: 05/2015 
 Potenza: kw 412  (560 CV) 
 Chilometraggio: km 18000 
  
 Alimentazione: Benzina 
 Cilindrata: 3855 
 Cilindri: 8 
 Trasmissione: Automatica  
 Trazione: Posteriore 
 EURO 6 
  
 Colore esterno: Nero metalizzato 
 Colore interno: Nero Pelle totale 
  
  
  
 GARANZIA 12 MESI 
  
  
 INFORMAZIONI: 
 unico proprietario  
 condizioni pari al nuovo 
 primo tagliando effettuata 
 bollo e superbollo pagato fino a 2020 
 trousse e doppie chiavi presenti  
 freni carboceramici 
 Sedili elettrici con memorie  
 pinze freni gialle 
  
  
  
 Vettura visibile presso la nostra sede a Bussolengo (VR) Via del lavoro 74 
  
  
  
  
 NB: LE VETTURE PROPOSTE E PUBBLICATE SONO REALMENTE DISPONIBILI PRESSO LA NOSTRA SEDE CON GARANZIA DI AUTENTICITA' DELLE FOTOGRAFIE, PRENDIAMO PERTANTO LE DISTANZE DA CHI CON POCA CHIAREZZA PUBBLICIZZA PRODOTTI SENZA AVERNE IL POSSESSO (DESTABILIZZANDO LA CONCORRENZA E IL MERCATO STESSO), CERTI CHE QUESTO GARANTISCA E TUTELI LA NOSTRA CLIENTELA. WE SPEAK ENGLISH - WIR SPRECHEN ENGLISCH - NOUS PARLONS ANGLAIS. 
  
 ONDE EVITARE INCRESCIOSI DISGUIDI PREGHIAMO LA GENTILE CLIENTELA DI ASTENERSI NEL FARE OFFERTE NON ADEGUATE ALLE CIFRE DA NOI RICHIESTE E PROPOSTE SULLE INSERZIONI. 
  Alzacristalli elettrici, Controllo automatico clima, Cruise Control, Fari Xenon, Interni in pelle, Leve al volante, Luci diurne, Regolazione elettrica sedili, Sensore di luce, Sensore di luminosità, Sensore di pioggia, Servosterzo, Supporto lombare, Volante in pelle, Volante multifunzione, ABS, Airbag, Airbag conducente, Airbag laterale, Airbag passeggero, Antifurto, Chiusura centralizzata senza chiave, Controllo automatico trazione, ESP, Fari LED, Fari Xenon, Immobilizzatore elettronico, Luci diurne LED, Sistema di controllo pressione pneumatici, Autoradio, Bluetooth, Computer di bordo, Lettore CD, Lettore MP3, Sistema di navigazione, Touch screen, USB, Sensori Anteriori, Sensori Posteriori, Telecamera, Cerc",https://www.subito.it/auto/ferrari-california-t-unicoproprietario-verona-329150868.htm,05/2015,18000,Manuale,149000
198,200,Ferrari 208 gtb turbo intercooler service book,208/308/328/GTO,"Descrizione 
 Ferrari 208 Gtb Turbo Intercooler, anno 1987, 50.000km originali, service book e libretto istruzioni presente, doppie chiavi, sacca attezzi originali, telo copri -auto, autovettura in condizioni esterne ed interne generali ottime,tutta originale Ferrari, iscritta Asi targa oro (A gruppo 2) con assicurazione 100? annui e bollo assente, versione berlinetta prodotta in pochi esemplari, asternersi perditempo o curiosi, valuto permute esclusivamente con Rolex /Patek non sono interessato ad altro.",https://www.subito.it/auto/ferrari-208-gtb-turbo-intercooler-service-book-torino-329087496.htm,04/1987,50000,-,75000
199,201,Ferrari California,California,"Vendesi Ferrari California  
 Giugno 2009 
 Bollata fino ad Aprile 2020 
 AUTO IMPECCABILE 
 VIENE CONSEGNATA TAGLIANDATA FERRARI 
 TUTTI I TAGLIANDI E GLI INTERVENTI CERTIFICATI FERRARI E DOCUMENTATI 
 KM 69000 
 FRENI BREMBO NUOVI 
  
 RIPETO, AUTO CONSERVATA MANIACALMENTE, in CONDIZIONI IMPECCABILI 
 ASTENERSI PERDITEMPO E CURIOSI 
 CONTATTARE SOLO SE REALMENTE INTERESSATI 
 Chiamare dalle 9 alle 14 al 347 1019199",https://www.subito.it/auto/ferrari-california-vicenza-329051950.htm,06/2009,69000,Automatico,85000
200,202,Ferrari f430 anniversary carbon,F430,"Vendo fantastica ferrari f430 70th anniversary anno 2007 km57.000 in condizioni pari al nuovo Accessoriata con: 
 Cambio f1 
 Scarico sportivo originale con centralina novitec per le valvole 
 Cerchi 19 
 Sedili sportivi con guscio in carbonio 
 Griglia posteriore scuderia carbonio 
 Cruscotto in carbonio 
 Teli e libri  
 Tutta originale come uscita da casa madre 
 Accetto permuta con auto moto supercar 
 Uracan 458 488gtb 599 fiorano gallardo 911 turbo 992 991 360",https://www.subito.it/auto/ferrari-f430-anniversary-carbon-catania-329037368.htm,11/2007,57000,Sequenziale,99000
201,203,FERRARI California T DCT,California,"Alzacristalli elettrici 
 Bracciolo 
 Climatizzatore 
 Controllo automatico clima 
 Cruise Control 
 Hill Holder 
 Park distance control 
 Sensore di pioggia 
 Sensori di parcheggio assistito anteriori 
 Sensori di parcheggio assistito posteriori 
 Sistema di navigazione 
 Specchietti laterali elettrici 
 Supporto lombare 
 Telecamera per parcheggio assistito 
 Tettuccio apribile 
 Volante in pelle 
 Volante multifunzione 
 Intrattenimento / Media 
 Bluetooth 
 Computer di bordo 
 MP3 
 Vivavoce 
 Extra 
 Cerchi in lega 
 Leve al volante 
 Sedili sportivi 
 Sospensioni sportive 
 Sicurezza 
 ABS 
 Airbag conducente 
 Airbag laterali 
 Antifurto 
 Chiusura centralizzata 
 Chiusura centralizzata telecomandata 
 Controllo automatico trazione 
 ESP 
 Fari LED 
 Fari Xenon 
 Immobilizzatore elettronico 
 Luci diurne 
 Luci diurne LED 
 Servosterzo 
 Sistema di controllo pressione pneumatici",https://www.subito.it/auto/ferrari-california-t-dct-arezzo-331252268.htm,11/2015,102000,Automatico,109000
202,204,Ferrari f355 - 1995,F355,"Auto perfetta.Tenuta da vero amatore. Catena di distribuzione sostituita, frizione nuova. Fari xenon. Batteria nuova. Pneumatici nuovi. Satellitare. Impianto stereo con Navigatore.Iscritta ASI (paga metà bollo) 
 Visibile a Napoli presso officina di riferimento per qualsiasi approfondimento.",https://www.subito.it/auto/ferrari-f355-1995-napoli-328901436.htm,01/1995,57000,Manuale,70000
203,205,Ferrari California dic2011 tenuta maniacalmente,California,"FERRARI CALIFORNIA DCT , TENUTA PERFETTAMENTE, CERTIFICAZIONE CHILOMETRAGGIO CON LIBRETTO TAGLIANDI UFFICIALE , GARANZIA POWER FERRARI ESTESA, pacchetto manutenzione ferrari 7 anni , colore nero carbone Ferrari metallizzato , sensori di parcheggio anteriori e posteriori , fari full Led e Xenon adattivi , cerchi in lega R 20 , scudetti laterali Ferrari nuovi , freni carbocermici , sospensioni magnetic logic , interni in pelle Daytona totalmente Rossi , cuciture rosse , cruscotto rivestito in pelle totalmente , regolazione elettrica dei sedili con memorie , volente multifunzione in pelle con regolazione elettrica , sedili riscaldati , cavallino rampante sui poggiatesta , leve al volante , controllo pressione pneumatici , cruise control , navigatore satellitare , predisposizione telefono , bluetooth , impianto stereo con caricatore USB-AUZ , antifurto , climatizzatore automatico , start & stop , ecc... 
  
 CONDIZIONI perfette ! 
  
 Auto Italiana, sedili e attrezzi ancora imbustati . 
  
 Annuncio di Privato ! 
  
 PER INFO : 3346713663",https://www.subito.it/auto/ferrari-california-dic2011-tenuta-maniacalmente-napoli-299973038.htm,12/2011,15000,Automatico,105000
204,206,FERRARI Mondial 8 - 1981,Mondial,"FERRARI MONDIAL 8 3000V8 214CV 
 Vettura disegnata da Pininfarina, erede della 308GT4. 
 Prodotta in soli 703 unità e fù chiamata ""Mondial"" per il titolo mondiale vinto l'anno prima in Formula1; prodotta dal 1980 al 1983 ed è la prima vettura della maison di Maranello ad adottare le griglie laterali e l'iniezione elettronica ad uso stradale.. 
 La vettura da noi proposta e del classico color ROSSO FERRARI, riverniciata completamente circa 3anni fa, solo per renderla impeccabile come da nuova.  
 La Mondial in questione non ha mai subito sinistri e prima della riverniciatura non presentava nessuna traccia di ruggine. 
 Nell'abitacolo troviamo un splendido interno rivestito in pelle nera in buonissime condizioni. 
 Meccanicamente la vettura con i suo SOLI 54000km è pronta ad affrontare km e km nella massima tranquillità, perché è super tagliandata (cinghie incluse) e monta 4 MICHELIN TRX NUOVE DI ZECCA!!... 
  
 E' gradito il contatto telefonico o tramite e - mail. Prezzo trattabile dopo visione . 
  
 **Si valutano permute con conguaglio a favore**",https://www.subito.it/auto/ferrari-mondial-8-1981-reggio-emilia-329035686.htm,04/1981,54000,Manuale,39000
205,207,Ferrari California V8 DTC Italiana-Carboceramici,California,"Auto Ufficiale Italiana No importazione  
  
 Solo 37.000 km 
  
 Pari al nuovo  
  
 Gomme nuove appena sostituite!!  
  
 Freni Carboceramici  
 Pinze freni gialle  
 Scudetti laterali  
 Interni in pelle Daytona  
 Navigatore  
 Cerchi da 20' Diamantati 
 Sensori parcheggio post 
 Fari Xenon con Led  
  
 Possibilità di finanziamento  
  
 Auto in conto terzi di privato  
  
 Possibilità di garanzia 12-24 mesi  
  
 Prezzo passaggio escluso",https://www.subito.it/auto/ferrari-california-v8-dtc-italiana-carboceramici-viterbo-308688260.htm,05/2010,37100,Automatico,110000
206,208,Ferrari F488 GTB F1,488,"Vettura pari al nuovo , consegnata concessionaria ufficiale Maranello motors, pari al nuovo , prezzo non trattabile più basso d'Italia , 07/2017 vettura con iva esposta tagliando effettuato 8800 km!!!",https://www.subito.it/auto/ferrari-f488-gtb-f1-trapani-290944573.htm,2017,50009999,-,209999
207,209,FERRARI Mondial Quattrovalvole Asi Targa Oro,Mondial,"Ferrari Mondial Quattro valvole del 1982. 
 Km 55000. 
 Lavori eseguiti in annata 2017: 
 -distribuzione completa 
 - frizione 
 - tagliando completo 
 - candele e cavi candele 
 - impianto elettrico riportato allo stato originale 
 - climatizzatore aggiornato con gas attuale 
 - compressore climatizzatore 
 - gomme Michelin disegno dell'epoca 
  
 L'auto è in condizioni perfette, carrozzeria impeccabile, interno beige originale perfettamente conservato, vani tecnici in perfetto ordine. 
 Auto non incidentata. 
 ASI TARGA ORO 
  
 Prezzo 45.000 euro. 
  
 Vendo e valuto parziale permuta con Jaguar MK2 3.8 
  
 CONTATTARE IL NUMERO 3393448488",https://www.subito.it/auto/ferrari-mondial-quattrovalvole-asi-targa-oro-udine-328970609.htm,09/1982,55000,Manuale,45000
208,210,Ferrari F512M,Altro modello,"Ferrari F512M, colore esterno rosso corsa, interno pelle nera, 01/1996,km. 43.000, tagliandi eseguiti,2 proprietari, targa originale, omologata ASI,autovettura originale completa del suo corredo,decisamente molto molto bella , costruita in circa 500 esemplari , NO PERMUTE !! NO I.V.A. ESPOSTA !!?. 225.000,00",https://www.subito.it/auto/ferrari-f512m-bologna-328917611.htm,01/1996,43000,Manuale,225000
209,211,Ferrari F430 F1 60th sessantesimo anniversario,F430,"Ferrari f430 f1 versione limited edition 60th sessantesimo anniversario con targhetta numerata con pelle daytona nera con cuciture rosse. La vettura è dotata di tutte le fatture tagliandi e tutti i libri Ferrari, doppie chiavi tutto documentato , gomme Pirelli pzero rosso nuove appena montate. Km certificati tutti fatti in autostrada perfetta in tutto. Pari al nuovo. Auto perfetta qualsiasi prova. Possibilita' di finanziamento agevolato e consegna in tutta italia . Completamente tagliandata Un anno di garanzia ed assistenza, prolungabile a 24 mesi in tutta Europa. Offerta speciale su questa auto antifurto block schaft A soli 200 euro. Per altre info tel 3356043480 dott.Maurizio Starace PER TUTTI I CLIENTI CHE ARRIVANO DA FUORI PROVINCIA, UNA NOSTRA PERSONA SARA' LIETA DI PRELEVARLA PRESSO AEROPORTO, STAZIONE O PORTO DI NAPOLI PREVIO APPUNTAMENTO Vi aspettiamo presso la nostra sede orari: Lun-Ven 8,30 / 13,00 Pom. 14,30 / 20,00 Sabato 8,30 / 13,00 ATTENZIONE AL FINE DI GARANTIRVI UN MIGLIOR SERVIZIO E' SEMPRE PREFERIBILE FISSARE UN APPUNTAMENTO . IL PREZZO ESPOSTO NON Ha VINCOLI Di FINANZIAMENTI . Il kilometraggio di tutte le nostre vetture viene dichiarato sia sul contratto che sul certificato di garanzia.Tel: 081949692 - 3356043480.",https://www.subito.it/auto/ferrari-f430-f1-60th-sessantesimo-anniversario-salerno-282342683.htm,2007,6000064999,Sequenziale,87900
